,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
6660,rw3631608,positive,mixed,not discussed,not discussed,not discussed,positive,positive
6661,rw2185413,negative,mixed,negative,negative,not discussed,negative,negative
6662,rw2013111,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6663,rw2932539,positive,positive,positive,positive,not discussed,positive,positive
6664,rw5102171,negative,negative,not discussed,not discussed,not discussed,negative,not discussed
6665,rw1906648,negative,negative,negative,not discussed,not discussed,negative,negative
6666,rw1426047,positive,mixed,not discussed,not discussed,negative,mixed,positive
6667,rw3411908,positive,positive,positive,positive,positive,positive,positive
6668,rw8690852,positive,positive,positive,positive,positive,mixed,positive
6669,rw8331984,positive,not discussed,negative,not discussed,not discussed,not discussed,positive
6670,rw1526467,positive,positive,positive,positive,positive,positive,positive
6671,rw5553824,positive,positive,positive,positive,positive,positive,positive
6672,rw3517912,positive,positive,positive,positive,not discussed,positive,positive
6673,rw1528661,positive,positive,positive,positive,positive,positive,positive
6674,rw1184172,positive,positive,positive,positive,positive,positive,neutral
6675,rw1155097,positive,positive,positive,positive,positive,positive,positive
6676,rw1184982,negative,negative,negative,negative,negative,negative,negative
6677,rw1197160,negative,negative,negative,negative,not discussed,negative,negative
6678,rw2419863,positive,positive,positive,positive,positive,positive,neutral
6679,rw1155743,positive,positive,positive,positive,positive,positive,positive
6680,rw1234035,negative,neutral,positive,positive,not discussed,negative,mixed
6681,rw1150241,positive,positive,positive,positive,not discussed,positive,positive
6682,rw1156410,positive,positive,positive,positive,positive,positive,positive
6683,rw1152837,positive,positive,positive,positive,positive,positive,positive
6684,rw7936670,positive,positive,not discussed,positive,not discussed,positive,positive
6685,rw2912852,positive,positive,positive,positive,not discussed,positive,positive
6686,rw1643514,positive,positive,positive,positive,positive,positive,positive
6687,rw1155818,positive,positive,positive,positive,positive,positive,positive
6688,rw1190733,negative,negative,not discussed,not discussed,not discussed,negative,not discussed
6689,rw1659027,positive,positive,positive,positive,not discussed,positive,positive
6690,rw3454263,positive,positive,positive,positive,not discussed,positive,positive
6691,rw0851959,positive,positive,positive,positive,positive,positive,mixed
6692,rw4994340,positive,positive,positive,positive,positive,positive,positive
6693,rw5925702,mixed,positive,not discussed,not discussed,not discussed,positive,not discussed
6694,rw3049682,positive,positive,positive,positive,positive,positive,positive
6695,rw4660144,positive,positive,positive,positive,positive,positive,not discussed
6696,rw2064897,negative,negative,negative,negative,not discussed,negative,negative
6697,rw0851815,positive,positive,positive,positive,not discussed,positive,positive
6698,rw0851710,not discussed,positive,positive,positive,positive,positive,positive
6699,rw3174887,positive,positive,not discussed,positive,not discussed,positive,not discussed
6700,rw7860257,positive,positive,not discussed,not discussed,not discussed,positive,positive
6701,rw0851781,negative,positive,negative,negative,negative,negative,negative
6702,rw2354144,not discussed,positive,positive,positive,positive,mixed,positive
6703,rw0851960,negative,negative,negative,negative,negative,negative,negative
6704,rw1815286,positive,positive,positive,positive,not discussed,positive,positive
6705,rw0851964,negative,negative,negative,negative,negative,negative,negative
6706,rw7576198,negative,not discussed,not discussed,not discussed,not discussed,negative,negative
6707,rw1056293,negative,negative,negative,negative,negative,negative,negative
6708,rw0852032,negative,mixed,negative,negative,negative,negative,negative
6709,rw0852027,negative,negative,negative,negative,negative,negative,negative
6710,rw2073183,positive,positive,positive,positive,positive,positive,positive
6711,rw0772695,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
6712,rw0772653,positive,positive,not discussed,not discussed,not discussed,positive,positive
6713,rw1595259,positive,positive,positive,positive,not discussed,mixed,positive
6714,rw3070777,mixed,positive,positive,positive,positive,mixed,positive
6715,rw1607800,positive,positive,positive,not discussed,not discussed,positive,positive
6716,rw3375850,positive,positive,positive,positive,not discussed,positive,positive
6717,rw2265364,positive,positive,positive,positive,not discussed,positive,positive
6718,rw0772907,positive,positive,positive,not discussed,not discussed,positive,mixed
6719,rw2568526,positive,positive,not discussed,not discussed,not discussed,positive,positive
6720,rw1365677,positive,positive,not discussed,not discussed,not discussed,positive,positive
6721,rw3060898,negative,mixed,not discussed,not discussed,not discussed,positive,positive
6722,rw3153707,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6723,rw2690307,mixed,positive,negative,not discussed,not discussed,positive,positive
6724,rw4754852,positive,positive,positive,positive,not discussed,positive,positive
6725,rw6547456,mixed,positive,positive,positive,not discussed,positive,negative
6726,rw3114274,positive,positive,negative,not discussed,not discussed,mixed,positive
6727,rw3067588,positive,positive,positive,not discussed,not discussed,positive,positive
6728,rw2526616,positive,positive,positive,positive,positive,positive,positive
6729,rw1833408,positive,positive,not discussed,not discussed,not discussed,positive,positive
6730,rw1711665,positive,positive,positive,not discussed,positive,positive,neutral
6731,rw1734930,positive,positive,not discussed,not discussed,not discussed,positive,positive
6732,rw1807105,positive,positive,positive,positive,not discussed,positive,positive
6733,rw1651341,positive,positive,positive,positive,positive,positive,positive
6734,rw1718847,positive,positive,positive,positive,not discussed,positive,positive
6735,rw1888498,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6736,rw1726960,negative,negative,negative,not discussed,negative,negative,negative
6737,rw1804603,positive,positive,not discussed,not discussed,not discussed,positive,positive
6738,rw2113617,negative,negative,negative,not discussed,not discussed,negative,negative
6739,rw1711998,positive,positive,positive,not discussed,positive,positive,positive
6740,rw1710945,positive,positive,positive,positive,positive,positive,positive
6741,rw1841389,negative,positive,not discussed,not discussed,not discussed,negative,negative
6742,rw1729823,positive,positive,not discussed,not discussed,not discussed,positive,positive
6743,rw2194335,negative,not discussed,not discussed,not discussed,not discussed,negative,not discussed
6744,rw1810859,positive,positive,not discussed,not discussed,not discussed,positive,positive
6745,rw4485439,negative,positive,not discussed,not discussed,not discussed,negative,negative
6746,rw1741469,negative,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6747,rw1712215,negative,negative,negative,not discussed,not discussed,negative,negative
6748,rw1853713,negative,negative,negative,not discussed,not discussed,negative,negative
6749,rw1729369,negative,neutral,negative,negative,not discussed,negative,negative
6750,rw3259331,positive,positive,not discussed,not discussed,not discussed,positive,mixed
6751,rw9211785,mixed,positive,not discussed,not discussed,not discussed,positive,neutral
6752,rw1957127,negative,positive,negative,not discussed,not discussed,negative,negative
6753,rw1722987,negative,negative,negative,negative,negative,negative,negative
6754,rw2273557,positive,positive,positive,not discussed,not discussed,positive,positive
6755,rw7223887,negative,positive,negative,positive,not discussed,not discussed,negative
6756,rw0967457,positive,positive,positive,positive,positive,positive,positive
6757,rw0711276,positive,positive,positive,positive,not discussed,not discussed,positive
6758,rw6794946,positive,positive,not discussed,not discussed,positive,not discussed,not discussed
6759,rw1571885,positive,positive,positive,positive,positive,positive,positive
6760,rw4854578,positive,positive,positive,not discussed,positive,not discussed,positive
6761,rw0994473,positive,mixed,positive,positive,not discussed,not discussed,positive
6762,rw0711021,positive,positive,positive,positive,positive,positive,positive
6763,rw0711234,positive,mixed,positive,positive,not discussed,negative,positive
6764,rw0993453,negative,mixed,not discussed,positive,not discussed,negative,negative
6765,rw0711303,positive,positive,positive,positive,positive,positive,positive
6766,rw0711019,positive,positive,positive,positive,positive,positive,positive
6767,rw1036004,negative,negative,negative,negative,negative,negative,negative
6768,rw0711210,positive,positive,positive,positive,positive,positive,positive
6769,rw0711089,positive,positive,not discussed,not discussed,not discussed,positive,positive
6770,rw1779002,positive,positive,positive,positive,not discussed,positive,negative
6771,rw3202203,negative,negative,negative,not discussed,not discussed,negative,negative
6772,rw2727353,negative,mixed,not discussed,not discussed,positive,not discussed,negative
6773,rw0711136,positive,positive,positive,positive,positive,not discussed,not discussed
6774,rw1210920,positive,positive,positive,positive,positive,not discussed,not discussed
6775,rw2812854,positive,positive,positive,positive,positive,positive,neutral
6776,rw0308764,positive,positive,positive,positive,positive,positive,neutral
6777,rw0308760,positive,positive,not discussed,not discussed,not discussed,positive,positive
6778,rw1011034,negative,negative,negative,negative,negative,negative,negative
6779,rw0308752,positive,positive,positive,positive,positive,positive,positive
6780,rw0308746,positive,positive,not discussed,not discussed,positive,not discussed,not discussed
6781,rw3120320,positive,positive,not discussed,not discussed,positive,positive,positive
6782,rw3451622,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6783,rw0308744,neutral,positive,not discussed,not discussed,not discussed,positive,negative
6784,rw2500398,positive,positive,neutral,neutral,not discussed,negative,mixed
6785,rw0308743,positive,positive,positive,positive,not discussed,not discussed,not discussed
6786,rw2345859,negative,not discussed,negative,negative,not discussed,negative,negative
6787,rw5516721,positive,positive,positive,not discussed,not discussed,not discussed,positive
6788,rw2199128,positive,positive,positive,positive,positive,positive,positive
6789,rw1959494,positive,not discussed,not discussed,not discussed,not discussed,not discussed,not discussed
6790,rw4417105,positive,positive,positive,positive,not discussed,positive,positive
6791,rw5050609,not discussed,not discussed,not discussed,not discussed,not discussed,not discussed,not discussed
6792,rw3684688,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6793,rw1392072,positive,positive,not discussed,not discussed,positive,positive,not discussed
6794,rw3435021,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6795,rw1228361,positive,positive,positive,positive,positive,positive,positive
6796,rw2691824,positive,positive,not discussed,not discussed,not discussed,positive,positive
6797,rw5864780,positive,positive,positive,positive,not discussed,not discussed,not discussed
6798,rw0308761,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6799,rw0308762,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6800,rw3299229,positive,positive,positive,positive,not discussed,positive,positive
6801,rw6262061,not discussed,positive,positive,positive,mixed,not discussed,positive
6802,rw0950011,positive,positive,positive,positive,not discussed,positive,positive
6803,rw5505689,positive,positive,positive,positive,positive,positive,not discussed
6804,rw7460999,positive,positive,positive,positive,not discussed,not discussed,positive
6805,rw6183941,positive,positive,neutral,not discussed,not discussed,not discussed,not discussed
6806,rw5372891,positive,positive,neutral,positive,not discussed,not discussed,not discussed
6807,rw0981902,positive,positive,positive,positive,positive,positive,negative
6808,rw0257853,positive,positive,not discussed,not discussed,positive,not discussed,not discussed
6809,rw4033457,negative,mixed,negative,negative,neutral,negative,negative
6810,rw1752715,positive,positive,not discussed,not discussed,not discussed,not discussed,negative
6811,rw3118064,neutral,positive,positive,positive,positive,neutral,negative
6812,rw1138089,negative,positive,neutral,positive,positive,negative,negative
6813,rw5493961,positive,positive,positive,positive,positive,positive,neutral
6814,rw8646513,positive,positive,positive,positive,positive,positive,neutral
6815,rw0257700,mixed,positive,not discussed,positive,not discussed,positive,not discussed
6816,rw2391660,negative,positive,not discussed,neutral,not discussed,positive,negative
6817,rw0257711,positive,positive,positive,positive,positive,positive,positive
6818,rw9370261,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6819,rw0257679,positive,positive,not discussed,positive,not discussed,positive,negative
6820,rw2212488,negative,mixed,not discussed,neutral,not discussed,negative,negative
6821,rw5972954,positive,positive,positive,positive,not discussed,positive,positive
6822,rw4071328,positive,positive,positive,positive,not discussed,positive,positive
6823,rw4546509,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6824,rw2185964,positive,positive,positive,positive,not discussed,positive,positive
6825,rw2131522,positive,positive,positive,positive,positive,positive,positive
6826,rw2138955,positive,positive,positive,positive,positive,positive,positive
6827,rw2136191,positive,positive,positive,positive,not discussed,positive,positive
6828,rw5477993,positive,not discussed,not discussed,not discussed,not discussed,positive,not discussed
6829,rw2403738,positive,positive,not discussed,positive,not discussed,positive,negative
6830,rw5834118,positive,positive,positive,positive,not discussed,not discussed,positive
6831,rw2126376,not discussed,positive,positive,positive,positive,not discussed,positive
6832,rw2125966,positive,positive,positive,positive,positive,positive,positive
6833,rw7508485,positive,positive,not discussed,not discussed,not discussed,positive,positive
6834,rw2365308,positive,positive,positive,positive,not discussed,positive,mixed
6835,rw5042736,positive,positive,neutral,neutral,not discussed,positive,neutral
6836,rw2253108,neutral,positive,not discussed,not discussed,not discussed,positive,negative
6837,rw2139552,negative,positive,negative,neutral,not discussed,negative,negative
6838,rw2135294,positive,mixed,positive,positive,not discussed,mixed,positive
6839,rw3454621,positive,positive,positive,positive,positive,positive,positive
6840,rw7411552,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6841,rw4436620,positive,positive,positive,not discussed,not discussed,positive,positive
6842,rw2200895,positive,positive,positive,positive,positive,positive,positive
6843,rw2439046,negative,positive,neutral,positive,positive,negative,negative
6844,rw1689048,positive,positive,not discussed,not discussed,not discussed,not discussed,negative
6845,rw2248959,negative,mixed,not discussed,positive,not discussed,negative,positive
6846,rw2334156,neutral,positive,neutral,not discussed,not discussed,neutral,negative
6847,rw1659071,positive,positive,neutral,positive,not discussed,positive,not discussed
6848,rw1623285,positive,positive,positive,not discussed,positive,positive,positive
6849,rw6191695,neutral,positive,neutral,not discussed,not discussed,neutral,neutral
6850,rw4591018,positive,positive,neutral,not discussed,not discussed,positive,negative
6851,rw1798262,positive,positive,neutral,not discussed,not discussed,positive,positive
6852,rw5243527,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6853,rw4751478,positive,positive,positive,positive,not discussed,positive,positive
6854,rw1446443,neutral,positive,not discussed,not discussed,not discussed,positive,not discussed
6855,rw3204834,positive,positive,not discussed,not discussed,not discussed,positive,neutral
6856,rw4441048,positive,positive,positive,positive,positive,positive,positive
6857,rw1566595,positive,positive,not discussed,not discussed,not discussed,positive,negative
6858,rw1783588,positive,positive,not discussed,not discussed,not discussed,positive,positive
6859,rw1580677,positive,positive,positive,neutral,not discussed,positive,neutral
6860,rw1797436,positive,positive,positive,positive,not discussed,positive,positive
6861,rw1473558,mixed,positive,not discussed,not discussed,not discussed,positive,negative
6862,rw7204493,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
6863,rw1677725,positive,positive,positive,positive,not discussed,positive,positive
6864,rw1365795,neutral,positive,not discussed,not discussed,not discussed,negative,negative
6865,rw1494515,positive,positive,positive,not discussed,positive,positive,positive
6866,rw1385496,positive,positive,not discussed,positive,not discussed,mixed,positive
6867,rw1720151,positive,positive,positive,positive,positive,positive,positive
6868,rw1530591,positive,mixed,positive,positive,not discussed,neutral,negative
6869,rw1487730,negative,positive,not discussed,not discussed,not discussed,positive,negative
6870,rw1961890,negative,negative,neutral,not discussed,positive,negative,negative
6871,rw1491293,positive,positive,not discussed,not discussed,not discussed,positive,negative
6872,rw8251128,negative,negative,negative,not discussed,not discussed,negative,negative
6873,rw1953078,not discussed,negative,negative,not discussed,not discussed,negative,negative
6874,rw1589325,positive,positive,not discussed,not discussed,not discussed,positive,positive
6875,rw1786039,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6876,rw2306821,negative,neutral,neutral,neutral,not discussed,negative,negative
6877,rw1978866,negative,neutral,not discussed,not discussed,not discussed,negative,negative
6878,rw3364421,mixed,neutral,not discussed,not discussed,not discussed,negative,negative
6879,rw1588628,negative,negative,negative,not discussed,not discussed,negative,negative
6880,rw1472165,mixed,positive,not discussed,not discussed,not discussed,mixed,not discussed
6881,rw2936579,positive,positive,not discussed,not discussed,not discussed,positive,negative
6882,rw1484460,negative,negative,not discussed,not discussed,not discussed,negative,negative
6883,rw1616464,negative,negative,negative,not discussed,not discussed,negative,negative
6884,rw3767383,negative,negative,negative,not discussed,not discussed,negative,negative
6885,rw1561504,negative,positive,not discussed,not discussed,not discussed,negative,negative
6886,rw1493130,positive,positive,positive,not discussed,not discussed,positive,not discussed
6887,rw1493917,positive,positive,positive,not discussed,not discussed,positive,positive
6888,rw1613151,negative,mixed,not discussed,not discussed,not discussed,not discussed,not discussed
6889,rw1477765,positive,positive,negative,not discussed,not discussed,positive,not discussed
6890,rw1482229,negative,mixed,negative,not discussed,not discussed,negative,positive
6891,rw3038725,negative,mixed,not discussed,not discussed,not discussed,negative,negative
6892,rw1595014,positive,positive,positive,positive,not discussed,positive,neutral
6893,rw1621827,negative,positive,negative,not discussed,not discussed,negative,negative
6894,rw1636394,negative,not discussed,not discussed,positive,not discussed,negative,negative
6895,rw1700482,negative,mixed,negative,positive,not discussed,negative,not discussed
6896,rw1598318,mixed,positive,not discussed,not discussed,not discussed,neutral,negative
6897,rw1646065,mixed,positive,positive,positive,not discussed,not discussed,not discussed
6898,rw1686187,negative,negative,negative,negative,negative,negative,negative
6899,rw1685941,neutral,positive,neutral,positive,not discussed,neutral,negative
6900,rw6751096,negative,neutral,not discussed,not discussed,not discussed,not discussed,negative
6901,rw1599960,mixed,positive,not discussed,positive,not discussed,negative,negative
6902,rw1602297,negative,not discussed,negative,negative,not discussed,negative,negative
6903,rw2637417,negative,negative,negative,positive,not discussed,negative,negative
6904,rw1707067,positive,positive,positive,positive,not discussed,positive,neutral
6905,rw6207668,negative,mixed,not discussed,positive,not discussed,not discussed,negative
6906,rw2275693,negative,negative,negative,negative,not discussed,negative,negative
6907,rw1734253,negative,negative,negative,not discussed,not discussed,negative,negative
6908,rw1603670,positive,neutral,negative,negative,not discussed,not discussed,mixed
6909,rw1596926,negative,negative,negative,neutral,neutral,negative,negative
6910,rw1611814,negative,mixed,neutral,positive,not discussed,negative,negative
6911,rw2084556,positive,positive,positive,positive,positive,positive,negative
6912,rw1771907,negative,mixed,not discussed,positive,not discussed,negative,negative
6913,rw1637485,negative,negative,negative,negative,negative,negative,negative
6914,rw1740859,negative,not discussed,negative,not discussed,not discussed,negative,negative
6915,rw1817070,positive,positive,positive,positive,positive,positive,negative
6916,rw2597848,positive,positive,positive,positive,not discussed,positive,not discussed
6917,rw1833749,positive,positive,positive,positive,not discussed,positive,not discussed
6918,rw1832014,positive,positive,positive,positive,not discussed,not discussed,not discussed
6919,rw1824142,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6920,rw1816598,neutral,mixed,not discussed,not discussed,not discussed,positive,not discussed
6921,rw1893107,neutral,positive,not discussed,not discussed,not discussed,positive,negative
6922,rw1860736,positive,positive,not discussed,not discussed,not discussed,positive,negative
6923,rw1821374,neutral,positive,not discussed,positive,not discussed,positive,negative
6924,rw2485419,negative,negative,negative,positive,neutral,negative,negative
6925,rw5816919,positive,positive,positive,positive,positive,positive,not discussed
6926,rw1819353,negative,negative,not discussed,not discussed,not discussed,negative,negative
6927,rw1855357,positive,positive,positive,positive,not discussed,positive,positive
6928,rw1853255,positive,positive,positive,positive,positive,positive,neutral
6929,rw2424839,negative,positive,not discussed,positive,not discussed,negative,negative
6930,rw3377971,positive,positive,not discussed,not discussed,not discussed,not discussed,negative
6931,rw2914612,negative,negative,not discussed,not discussed,not discussed,negative,negative
6932,rw1829912,negative,negative,negative,negative,not discussed,negative,negative
6933,rw2046773,negative,negative,negative,not discussed,not discussed,negative,negative
6934,rw5575956,positive,positive,positive,positive,not discussed,not discussed,not discussed
6935,rw1814912,mixed,positive,neutral,positive,not discussed,positive,negative
6936,rw1903131,neutral,positive,not discussed,not discussed,not discussed,positive,mixed
6937,rw2695836,neutral,mixed,neutral,positive,not discussed,negative,neutral
6938,rw1815570,negative,negative,negative,negative,negative,negative,negative
6939,rw0744383,negative,negative,negative,positive,not discussed,negative,negative
6940,rw1468805,negative,negative,negative,negative,negative,negative,negative
6941,rw0938155,positive,positive,positive,positive,not discussed,positive,positive
6942,rw1759850,positive,positive,negative,negative,negative,positive,positive
6943,rw0955457,positive,positive,positive,positive,positive,positive,positive
6944,rw0981146,positive,positive,not discussed,not discussed,not discussed,positive,positive
6945,rw1276913,positive,positive,positive,positive,positive,positive,positive
6946,rw1064854,positive,positive,negative,negative,not discussed,positive,positive
6947,rw1017271,positive,positive,positive,positive,positive,positive,positive
6948,rw2241719,positive,positive,positive,positive,not discussed,positive,positive
6949,rw1006587,positive,neutral,not discussed,not discussed,not discussed,positive,positive
6950,rw0948162,positive,positive,positive,positive,not discussed,positive,positive
6951,rw1139016,positive,positive,positive,positive,positive,positive,positive
6952,rw0979220,positive,positive,not discussed,not discussed,not discussed,positive,positive
6953,rw0985710,positive,positive,positive,positive,positive,positive,positive
6954,rw1017758,positive,positive,positive,positive,positive,positive,positive
6955,rw1706098,positive,positive,positive,positive,positive,positive,positive
6956,rw1063134,positive,positive,positive,not discussed,not discussed,positive,not discussed
6957,rw1487671,positive,not discussed,not discussed,not discussed,not discussed,positive,positive
6958,rw1997749,positive,positive,positive,not discussed,not discussed,positive,positive
6959,rw2617448,positive,positive,not discussed,positive,not discussed,positive,positive
6960,rw1088622,positive,positive,positive,positive,not discussed,positive,positive
6961,rw3415059,positive,positive,not discussed,positive,positive,positive,positive
6962,rw1142172,positive,not discussed,negative,negative,not discussed,mixed,positive
6963,rw1632390,positive,positive,positive,positive,not discussed,positive,positive
6964,rw1151486,positive,positive,positive,positive,positive,positive,positive
6965,rw4805386,positive,positive,positive,positive,not discussed,positive,positive
6966,rw5784956,not discussed,negative,not discussed,not discussed,not discussed,negative,positive
6967,rw3874536,positive,positive,positive,positive,not discussed,not discussed,positive
6968,rw0078054,positive,positive,positive,positive,not discussed,positive,positive
6969,rw1815850,negative,mixed,positive,positive,not discussed,not discussed,not discussed
6970,rw1304352,positive,positive,not discussed,not discussed,not discussed,positive,positive
6971,rw0078118,positive,positive,positive,positive,not discussed,positive,positive
6972,rw0971771,positive,positive,positive,positive,not discussed,positive,positive
6973,rw5178591,negative,positive,neutral,neutral,not discussed,negative,negative
6974,rw4818434,positive,positive,negative,positive,not discussed,positive,mixed
6975,rw3875693,positive,positive,positive,positive,not discussed,positive,positive
6976,rw1370160,negative,mixed,negative,neutral,not discussed,negative,negative
6977,rw1875548,negative,negative,negative,mixed,not discussed,negative,negative
6978,rw1560089,negative,positive,negative,not discussed,not discussed,negative,negative
6979,rw5282730,negative,mixed,not discussed,positive,not discussed,negative,positive
6980,rw0078070,positive,positive,positive,positive,positive,positive,positive
6981,rw1568179,positive,not discussed,positive,positive,not discussed,positive,positive
6982,rw1441801,positive,positive,positive,positive,positive,neutral,not discussed
6983,rw1916463,positive,positive,positive,positive,positive,positive,positive
6984,rw0395461,positive,positive,positive,positive,not discussed,not discussed,positive
6985,rw3614641,positive,positive,positive,positive,not discussed,not discussed,not discussed
6986,rw2047193,positive,positive,positive,positive,positive,positive,positive
6987,rw7269258,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
6988,rw1951836,positive,positive,positive,positive,positive,positive,positive
6989,rw0395502,positive,positive,positive,positive,positive,negative,neutral
6990,rw0395463,positive,positive,positive,positive,positive,positive,positive
6991,rw1674401,positive,positive,positive,positive,positive,positive,positive
6992,rw1295867,negative,positive,negative,neutral,positive,negative,negative
6993,rw2013832,positive,positive,positive,positive,positive,positive,positive
6994,rw3242114,neutral,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6995,rw2052440,negative,mixed,not discussed,not discussed,not discussed,not discussed,not discussed
6996,rw3197843,positive,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6997,rw3125010,positive,positive,positive,positive,positive,positive,positive
6998,rw2011262,mixed,positive,not discussed,not discussed,not discussed,not discussed,not discussed
6999,rw3490304,positive,positive,positive,positive,positive,positive,positive
7000,rw0395477,positive,positive,positive,not discussed,not discussed,not discussed,not discussed
7001,rw8102650,positive,positive,neutral,not discussed,not discussed,neutral,not discussed
7002,rw0751014,positive,positive,not discussed,not discussed,not discussed,positive,positive
7003,rw3185729,positive,positive,not discussed,not discussed,not discussed,not discussed,positive
7004,rw3086125,positive,mixed,not discussed,not discussed,not discussed,positive,positive
7005,rw8543301,positive,positive,positive,positive,not discussed,positive,positive
7006,rw1506192,positive,positive,not discussed,not discussed,not discussed,negative,positive
7007,rw3384369,positive,positive,positive,positive,not discussed,mixed,positive
7008,rw2693653,positive,positive,positive,not discussed,not discussed,positive,positive
7009,rw0751159,positive,positive,not discussed,not discussed,not discussed,positive,positive
7010,rw0751109,positive,positive,not discussed,not discussed,not discussed,positive,positive
7011,rw0751143,neutral,positive,neutral,negative,not discussed,negative,not discussed
7012,rw3315542,mixed,positive,not discussed,not discussed,not discussed,negative,neutral
7013,rw0751055,positive,positive,positive,not discussed,not discussed,positive,positive
7014,rw3118700,positive,positive,positive,not discussed,not discussed,positive,positive
7015,rw1524450,positive,positive,positive,positive,not discussed,positive,positive
7016,rw7592094,positive,positive,positive,not discussed,not discussed,positive,positive
7017,rw7507593,positive,positive,not discussed,not discussed,not discussed,positive,positive
7018,rw7977801,positive,positive,positive,positive,not discussed,positive,positive
7019,rw0751148,positive,positive,not discussed,not discussed,not discussed,positive,positive
7020,rw6153529,positive,positive,positive,not discussed,not discussed,positive,positive
7021,rw7695639,positive,positive,not discussed,not discussed,not discussed,positive,positive
7022,rw0751084,mixed,positive,not discussed,not discussed,not discussed,mixed,positive
7023,rw7099716,positive,neutral,not discussed,not discussed,not discussed,not discussed,positive
7024,rw0751142,positive,positive,positive,not discussed,not discussed,positive,positive
7025,rw1074264,positive,neutral,positive,positive,not discussed,negative,positive
7026,rw8039376,positive,positive,positive,positive,not discussed,positive,positive
7027,rw1338064,mixed,positive,positive,positive,not discussed,neutral,positive
7028,rw3830177,negative,not discussed,positive,positive,not discussed,not discussed,positive
7029,rw5833775,positive,not discussed,positive,positive,not discussed,positive,positive
7030,rw0258718,positive,negative,positive,positive,not discussed,positive,positive
7031,rw1090203,positive,positive,positive,positive,positive,positive,positive
7032,rw4247975,positive,positive,not discussed,not discussed,not discussed,positive,not discussed
7033,rw1438041,positive,positive,positive,positive,positive,positive,positive
7034,rw1097400,positive,positive,positive,positive,not discussed,positive,positive
7035,rw3517759,positive,negative,neutral,positive,not discussed,neutral,negative
7036,rw9084751,positive,positive,positive,positive,not discussed,not discussed,positive
7037,rw6144490,positive,positive,positive,positive,positive,positive,positive
7038,rw0258747,positive,not discussed,positive,positive,not discussed,not discussed,positive
7039,rw7772245,positive,positive,negative,positive,not discussed,negative,positive
7040,rw3343652,positive,positive,positive,positive,not discussed,positive,positive
7041,rw6687882,positive,positive,negative,negative,not discussed,not discussed,positive
7042,rw8363021,positive,positive,positive,positive,positive,positive,positive
7043,rw6172845,negative,positive,positive,positive,not discussed,not discussed,positive
7044,rw1559137,positive,positive,positive,positive,positive,positive,positive
7045,rw0258782,positive,not discussed,positive,positive,not discussed,not discussed,positive
7046,rw3105120,positive,positive,positive,positive,positive,positive,positive
7047,rw8866876,positive,mixed,negative,positive,not discussed,mixed,positive
7048,rw1488294,positive,positive,positive,mixed,positive,positive,positive
7049,rw1140060,positive,positive,positive,positive,positive,positive,positive
7050,rw0250083,positive,positive,not discussed,positive,not discussed,positive,positive
7051,rw2957036,positive,positive,positive,positive,positive,positive,positive
7052,rw0249991,positive,not discussed,positive,positive,not discussed,positive,positive
7053,rw1009256,positive,positive,positive,positive,positive,positive,positive
7054,rw1183277,positive,positive,positive,positive,not discussed,positive,positive
7055,rw3573488,positive,positive,positive,positive,positive,positive,positive
7056,rw1646732,positive,positive,positive,positive,positive,positive,positive
7057,rw9073979,positive,positive,positive,positive,positive,positive,positive
7058,rw2645254,positive,positive,positive,positive,not discussed,positive,positive
7059,rw8396855,positive,positive,positive,positive,positive,positive,positive
7060,rw2960593,positive,positive,mixed,positive,not discussed,positive,positive
7061,rw2808111,positive,positive,neutral,positive,not discussed,positive,positive
7062,rw0250099,positive,positive,positive,positive,positive,positive,positive
7063,rw0250050,positive,positive,positive,positive,positive,mixed,positive
7064,rw0250123,positive,positive,positive,positive,positive,positive,positive
7065,rw4756127,positive,positive,positive,positive,not discussed,positive,positive
7066,rw3027399,negative,positive,not discussed,positive,not discussed,not discussed,positive
7067,rw2796041,positive,positive,positive,positive,not discussed,positive,negative
7068,rw2791304,mixed,positive,positive,positive,not discussed,negative,positive
7069,rw2748728,positive,positive,positive,positive,not discussed,positive,mixed
7070,rw2743871,not discussed,positive,not discussed,positive,positive,positive,positive
7071,rw2743118,positive,positive,positive,positive,not discussed,negative,positive
